SiteID,StoreNumber,City,State,Address,MatchMethod,CoordinateDistanceMiles,CandidateCount
303649,309,Abbeville,LA,3005 Charity St,Unique store number,0,1
304112,1097,Aberdeen,NC,250 Turner St,Unique store number,0,1
304762,1520,Aberdeen,SD,3820 7th Ave SE,Unique store number,0,1
303770,1968,Aberdeen,MD,645 S Philadelphia Blvd,Unique store number,0,1
138436,2037,Aberdeen,WA,909 E Wishkah St,Unique store number,0,1
745550,3748,Acworth,GA,3826 Cobb Pkwy NW,Unique store number,0,1
304491,479,Altus,OK,2500 N Main St,Unique store number,0,1
2333661,7206,High Point,NC,10250 S Main St,Unique store number,0,1
665981,3427,Artesia,NM,604 N 26th St,Unique store number,0,1
302687,133,Ashdown,AR,297 Highway 32 Byp,Unique store number,0,1
304872,226,Atlanta,TX,201 Loop 59,Unique store number,0,1
1815423,7601,Atlanta,GA,835 Martin Luther King Jr Dr NW,Unique store number,0,1
2046239,3741,Atlanta,GA,1105 Research Center Atlanta Dr,Unique store number,0,1
787685,4405,Aurora,IL,2900 Kirk Rd,Unique store number,0,1
304861,535,Abilene,TX,4350 Southwest Dr,Unique store number,0,1
2388289,5715,Abilene,TX,1619 Ambler Ave,Unique store number,0,1
304862,536,Abilene,TX,1650 State Highway 351,Unique store number,0,1
2403292,154,Abingdon,VA,16032 15 Mile Rd,Unique store number,0,1
303771,2009,Abingdon,MD,401 Constant Friendship Blvd,Unique store number,0,1
303730,2227,ABINGTON,MA,777 Brockton Ave,Unique store number,0,1
304490,231,Ada,OK,1419 N Country Club Rd,Unique store number,0,1
646619,5442,Addison,IL,1050 N Rohlwing Rd,Unique store number,0,1
2345845,7194,Adel,GA,351 Alabama Rd,Unique store number,0,1
303824,1836,Adrian,MI,1601 E Us Highway 223,Unique store number,0,1
304113,1950,Ahoskie,NC,2150 Us Highway 13 S,Unique store number,0,1
767151,4487,Aiken,SC,3581 Richland Ave W,Unique store number,0,1
304703,514,Aiken,SC,2035 Whiskey Rd,Unique store number,0,1
304386,2905,SUFFERN,NY,250 Route 59,Unique store number,0,1
304398,1911,Akron,OH,2887 S Arlington Rd,Unique store number,0,1
302665,423,Alabaster,AL,630 Colonial Promenade Pkwy,Unique store number,0,1
2311829,4756,Alabaster,AL,9085 Highway 119,Unique store number,0,1
513553,5165,Alamo,TX,1421 W Frontage Rd,Unique store number,0,1
304288,1306,Alamogordo,NM,233 S New York Ave,Unique store number,0,1
2360421,5726,Alamogordo,NM,2401 Indian Wells Rd,Unique store number,0,1
302933,869,Alamosa,CO,3333 Clark St,Unique store number,0,1
2220437,2152,Albany,NY,141 Washington Avenue Ext,Unique store number,0,1
2303748,2801,Albany,GA,108 S Westover Blvd,Unique store number,0,1
2333617,4517,Albany,GA,2586 N Slappey Blvd,Unique store number,0,1
1322546,5396,Albany,OR,1330 Goldfish Farm Rd SE,Unique store number,0,1
959176,5797,Albany,GA,262 Cordele Rd,Unique store number,0,1
303154,588,Albany,GA,2825 Ledo Rd,Unique store number,0,1
304114,1133,Albemarle,NC,781 Leonard Ave,Unique store number,0,1
303884,1020,Albert Lea,MN,1550 Blake Ave,Unique store number,0,1
703944,3607,Albion,NY,13858 State Route 31,Unique store number,0,1
704428,3317,Albuquerque,NM,8511 Golf Course Rd NW,Unique store number,0,1
304292,1397,Albuquerque,NM,10224 Coors Bypass NW,Unique store number,0,1
1947844,2451,Albuquerque,NM,4700 Cutler Ave NE,Unique store number,0,1
304294,2924,Albuquerque,NM,2550 Coors Blvd NW,Unique store number,0,1
764439,3385,Albuquerque,NM,9600 Sage Rd SW,Unique store number,0,1
2303799,3512,Albuquerque,NM,11018 Montgomery Blvd NE,Unique store number,0,1
2333628,4676,Albuquerque,NM,1820 Unser Blvd NW,Unique store number,0,1
869656,5491,Albuquerque,NM,2266 Wyoming Blvd NE,Unique store number,0,1
304291,824,Albuquerque,NM,8000 Academy Rd NE,Unique store number,0,1
304290,835,Albuquerque,NM,400 Eubank Blvd NE,Unique store number,0,1
304289,850,Albuquerque,NM,2701 Carlisle Blvd NE,Unique store number,0,1
1490986,5675,Albuquerque,NM,11001 Menaul Blvd NE,Unique store number,0,1
646621,5430,Albuquerque,NM,3500 Coors Blvd SW,Unique store number,0,1
304771,672,Alcoa,TN,1030 Hunters Xing,Unique store number,0,1
303327,792,ALEDO,IL,1500 SE 5th St,Unique store number,0,1
302602,726,Alexander City,AL,2643 Highway 280,Unique store number,0,1
303885,1632,Alexandria,MN,4611 State Highway 29 S,Unique store number,0,1
303575,1961,Alexandria,KY,6711 Alexandria Pike,Unique store number,0,1
619589,2194,Alexandria,VA,5885 Kingstowne Blvd,Unique store number,0,1
305157,2258,Alexandria,VA,7910 Richmond Hwy,Unique store number,0,1
2221239,3727,Alexandria,LA,812 Belleau Wood Blvd,Unique store number,0,1
801453,4295,Alexandria,LA,6225 Coliseum Blvd,Unique store number,0,1
303650,539,Alexandria,LA,2050 N Mall Dr,Unique store number,0,1
935478,5753,Alexandria,VA,6303 Richmond Hwy,Unique store number,0,1
499077,5060,Algonquin,IL,1410 S Randall Rd,Unique store number,0,1
513559,5175,Cookeville,TN,589 W Main St,Unique store number,0,1
304863,791,Alice,TX,2701 E Main St,Unique store number,0,1
907539,2918,Allen,TX,730 W Exchange Pkwy,Unique store number,0,1
466451,3574,Allen,TX,1520 E Exchange Pkwy,Unique store number,0,1
304597,2641,Allentown,PA,1091 Millcreek Rd,Unique store number,0,1
304399,2541,Alliance,OH,2700 W State St,Unique store number,0,1
1027932,1422,Alma,MI,7700 N Alger Rd,Unique store number,0,1
302684,358,Alma,AR,367 W Cherry St,Unique store number,0,1
303826,2358,Alpena,MI,1180 M 32 W,Unique store number,0,1
303155,2941,Alpharetta,GA,5200 Windward Pkwy,Unique store number,0,1
787647,4436,Alpharetta,GA,5455 Atlanta Hwy,Unique store number,0,1
303005,1374,Altamonte Springs,FL,200 S State Road 434,Unique store number,0,1
704467,3768,Altavista,VA,125 Clarion Rd,Unique store number,0,1
304598,2049,Altoona,PA,2600 Plank Rd,Unique store number,0,1
303261,2764,Altoona,IA,3501 8th St SW,Unique store number,0,1
304492,178,Alva,OK,914 E Oklahoma Blvd,Unique store number,0,1
304864,462,Alvin,TX,400 Highway 35 Byp N,Unique store number,0,1
670767,3383,Amarillo,TX,4215 Canyon Dr,Unique store number,0,1
2311811,4464,Amarillo,TX,2711 SW 58th Ave,Unique store number,0,1
513561,5216,Amarillo,TX,5730 W Amarillo Blvd,Unique store number,0,1
2278621,7349,Amarillo,TX,7251 Arden Rd,Unique store number,0,1
2219725,7362,Amarillo,TX,2035 SE 34th Ave,Unique store number,0,1
897377,755,Amarillo,TX,4610 S Coulter St,Unique store number,0,1
304866,822,Amarillo,TX,3700 E Interstate 40,Unique store number,0,1
680087,3342,Amelia,OH,1815 E Ohio Pike,Unique store number,0,1
766601,1651,American Canyon,CA,7011 Main St,Unique store number,0,1
305136,2511,American Fork,UT,949 W Grassland Dr,Unique store number,0,1
303156,758,Americus,GA,1711 E Lamar St,Unique store number,0,1
787640,4256,Ames,IA,534 S Duff Ave,Unique store number,0,1
303262,749,Ames,IA,3105 Grand Ave,Unique store number,0,1
304238,1796,Amherst,NH,85 State Route 101A,Unique store number,0,1
1066325,2210,Buffalo,NY,3290 Sheridan Dr,Unique store number,0,1
704465,3616,Amite,LA,1200 W Oak St,Unique store number,0,1
304040,118,Amory,MS,1515 Highway 278 E,Unique store number,0,1
304331,2146,Amsterdam,NY,101 Sanford Farms Shopping Ctr,Unique store number,0,1
304493,162,ANADARKO,OK,1201 W Petree Rd,Unique store number,0,1
302806,2242,Anaheim,CA,440 N Euclid St,Unique store number,0,1
2120189,3101,Anaheim,CA,121 N Beach Blvd,Unique store number,0,1
1788423,5640,Anaheim,CA,1120 S Anaheim Blvd,Unique store number,0,1
1028194,5930,Anaheim,CA,88 E Orangethorpe Ave,Unique store number,0,1
303263,646,Anamosa,IA,101 115th St,Unique store number,0,1
302595,2070,Anchorage,AK,3101 A St,Unique store number,0,1
302596,2071,Anchorage,AK,8900 Old Seward Hwy,Unique store number,0,1
1989812,4359,Anchorage,AK,7405 Debarr Rd,Unique store number,0,1
302603,1091,Andalusia,AL,1991 Dr M L K Jr Expy,Unique store number,0,1
303440,1728,ANDERSON,IN,2321 Charles St,Unique store number,0,1
304705,396,ANDERSON,SC,3812 Liberty Hwy Ste 1,Unique store number,0,1
2258733,4443,Anderson,SC,2003 E Greenville St,Unique store number,0,1
703948,5133,Anderson,CA,5000 Rhonda Rd,Unique store number,0,1
304704,644,ANDERSON,SC,651 Highway 28 Byp,Unique store number,0,1
2013817,1999,Andover,MN,1851 Bunker Lake Blvd NW,Unique store number,0,1
304867,527,Angleton,TX,1801 N Velasco St,Unique store number,0,1
303441,1709,ANGOLA,IN,2016 N Wayne St,Unique store number,0,1
303264,892,Ankeny,IA,1002 SE National Dr,Unique store number,0,1
303328,233,ANNA,IL,300 Leigh Ave,Unique store number,0,1
2449624,6963,ANNA,TX,521 S Central Expy,Unique store number,0,1
302604,329,Anniston,AL,5560 Mcclellan Blvd,Unique store number,0,1
302807,1881,Antelope,CA,7901 Watt Ave,Unique store number,0,1
305262,3268,Antigo,WI,200 E State Highway 64,Unique store number,0,1
302808,2697,Antioch,CA,4893 Lone Tree Way,Unique store number,0,1
499065,5058,Antioch,TN,3035 Hamilton Church Rd,Unique store number,0,1
595457,5199,Antioch,IL,475 E Il Route 173,Unique store number,0,1
302766,1381,Apache Junction,AZ,2555 W Apache Trl,Unique store number,0,1
866704,3889,Apex,NC,3151 Apex Peakway,Unique store number,0,1
4410949,2229,Apollo Beach,FL,5551 N US Hwy 41,Unique store number,0,1
2725080,6894,Apopka,FL,820 Balmy Beach Dr,Unique store number,0,1
303006,955,Apopka,FL,1700 S Orange Blossom Trl,Unique store number,0,1
302809,2333,Apple Valley,CA,20251 US Highway 18,Unique store number,0,1
303886,2642,Saint Paul,MN,7835 150th St W,Unique store number,0,1
305263,1982,Appleton,WI,955 N Mutual Way,Unique store number,0,1
305264,2958,Appleton,WI,3701 E Calumet St,Unique store number,0,1
881568,4636,Appomattox,VA,505 Oakville Rd,Unique store number,0,1
302605,306,Arab,AL,1450 N Brindlee Mountain Pkwy,Unique store number,0,1
304868,458,Aransas Pass,TX,2501 W Wheeler Ave,Unique store number,0,1
770080,3720,Halethorpe,MD,3601 Washington Blvd,Unique store number,0,1
303007,811,Arcadia,FL,2725 SE Highway 70,Unique store number,0,1
826937,1179,Arden,NC,60 Airport Rd,Unique store number,0,1
304494,129,Ardmore,OK,1715 N Commerce St,Unique store number,0,1
302685,318,Arkadelphia,AR,109 WP Malone Dr,Unique store number,0,1
303523,978,Arkansas City,KS,2701 N Summit St,Unique store number,0,1
304869,1801,Arlington,TX,4801 S Cooper St,Unique store number,0,1
305456,2977,Arlington,TX,735 W Sublett Rd,Unique store number,0,1
787904,3284,Arlington,TX,4800 Highway 287,Unique store number,0,1
895730,3757,Arlington,WA,4010 172nd St,Unique store number,0,1
773973,3870,Arlington,TX,5401 Park Springs Blvd,Unique store number,0,1
1816114,5613,Arlington,TX,2121 N Collins St,Unique store number,0,1
670778,5416,Arlington,TX,915 E Randol Mill Rd,Unique store number,0,1
303927,1514,Arnold,MO,2201 Michigan Ave,Unique store number,0,1
302810,2556,Arroyo Grande,CA,1168 W Branch St,Unique store number,0,1
2483291,4734,ARVADA,CO,9400 Ralston Rd,Unique store number,0,1
302686,160,Ash Flat,AR,219 Hwy 412,Unique store number,0,1
304115,1132,Asheboro,NC,1226 E Dixie Dr,Unique store number,0,1
832975,1317,Asheville,NC,125 Bleachery Blvd,Unique store number,0,1
894108,4428,Asheville,NC,1636 Hendersonville Rd,Unique store number,0,1
303576,1426,Ashland,KY,351 River Hill Dr,Unique store number,0,1
304400,1448,Ashland,OH,1996 E Main St,Unique store number,0,1
305265,1672,Ashland,WI,2500 Lake Shore Dr E,Unique store number,0,1
303577,2638,Ashland,KY,12504 Us Route 60,Unique store number,0,1
451293,2795,Ashland,VA,145 Hill Carter Pkwy,Unique store number,0,1
2219689,3880,Ashland,VA,9714 Sliding Hill Rd,Unique store number,0,1
304772,1226,Ashland City,TN,1626 Highway 12 S,Unique store number,0,1
304401,2359,Ashtabula,OH,3551 N Ridge Rd E,Unique store number,0,1
303524,1054,Atchison,KS,1920 Highway 73,Unique store number,0,1
303157,1400,Athens,GA,1911 Epps Bridge Pkwy,Unique store number,0,1
303158,2811,Athens,GA,4375 Lexington Rd,Unique store number,0,1
322253,3486,Athens,OH,929 E State St,Unique store number,0,1
304871,412,Athens,TX,1405 E Tyler St,Unique store number,0,1
2333639,5267,Athens,GA,3130 Atlanta Hwy,Unique store number,0,1
527626,661,Athens,AL,1011 Us Highway 72 E,Unique store number,0,1
304773,663,Athens,TN,1815 Decatur Pike,Unique store number,0,1
683225,3709,Atlanta,GA,2427 Gresham Rd SE,Unique store number,0,1
645180,3394,Atlantic,IA,1905 E 7th St,Unique store number,0,1
2151150,7247,Atmore,AL,911 N Main St,Unique store number,0,1
304495,232,Atoka,OK,1983 S Mississippi Ave,Unique store number,0,1
302607,316,Attalla,AL,973 Gilbert Ferry Rd SE,Unique store number,0,1
932301,5890,Atwater,CA,800 Commerce Ave,Unique store number,0,1
303442,1570,Auburn,IN,505 Touring Dr,Unique store number,0,1
304332,1830,Auburn,NY,297 Grant Ave,Unique store number,0,1
303804,1868,Auburn,ME,100 Mount Auburn Ave,Unique store number,0,1
942322,2385,Auburn,WA,762 Outlet Collection Way,Unique store number,0,1
302608,356,Auburn,AL,1717 S College St,Unique store number,0,1
2333627,4673,Auburn,AL,1810 Shug Jordan Pkwy,Unique store number,0,1
2333631,5062,Auburn,AL,2047 E University Dr,Unique store number,0,1
303008,718,Auburndale,FL,2120 Us Highway 92 W,Unique store number,0,1
670783,5047,Audubon,NJ,130 Black Horse Pike,Unique store number,0,1
303160,1227,AUGUSTA,GA,260 Bobby Jones Expy,Unique store number,0,1
303161,1293,AUGUSTA,GA,3209 Deans Bridge Rd,Unique store number,0,1
303805,2046,AUGUSTA,ME,201 Civic Center Dr,Unique store number,0,1
303525,346,AUGUSTA,KS,719 W 7th Ave,Unique store number,0,1
2104284,4144,Augusta,GA,3338 Wrightsboro Rd,Unique store number,0,1
2220308,4206,Augusta,GA,300 S Belair Rd,Unique store number,0,1
303443,1160,Aurora,IN,100 Sycamore Estates Dr,Unique store number,0,1
302934,1492,Aurora,CO,14000 E Exposition Ave,Unique store number,0,1
302935,1689,Aurora,CO,5650 S Chambers Rd,Unique store number,0,1
2311804,3740,Aurora,CO,21475 E Quincy Ave,Unique store number,0,1
2083143,4196,Aurora,CO,15240 E Iliff Ave,Unique store number,0,1
595454,5137,Aurora,CO,6101 S Aurora Pkwy,Unique store number,0,1
670775,5334,Aurora,CO,3301 Tower Rd,Unique store number,0,1
303928,92,Aurora,MO,3020 S Elliott Ave,Unique store number,0,1
303162,1586,Austell,GA,1133 E West Connector,Unique store number,0,1
304875,1129,AUSTIN,TX,13201 Ranch Road 620 N,Unique store number,0,1
304874,1185,AUSTIN,TX,1030 Norwood Park Blvd,Unique store number,0,1
304873,1253,AUSTIN,TX,710 E Ben White Blvd,Unique store number,0,1
304876,2133,AUSTIN,TX,5017 W Highway 290,Unique store number,0,1
488504,3569,AUSTIN,TX,12900 I 35 SVC Rd SB,Unique store number,0,1
821341,4257,Austin,MN,1000 18th Ave NW,Unique store number,0,1
895736,4554,Austin,TX,2525 W ANDERSON LN,Unique store number,0,1
646593,5317,Austin,TX,9300 S Interstate 35 Ste B,Unique store number,0,1
304402,2063,Youngstown,OH,6001 Mahoning Ave,Unique store number,0,1
303929,56,Ava,MO,1309 NW 12th Ave,Unique store number,0,1
302936,1199,Avon,CO,171 Yoder Ave,Unique store number,0,1
303731,2122,Avon,MA,30 Memorial Dr,Unique store number,0,1
513536,2786,Avon,IN,9500 E Us Highway 36,Unique store number,0,1
302975,2899,Avon,CT,255 W Main St,Unique store number,0,1
473236,5066,Avon,OH,35901 Chester Rd,Unique store number,0,1
824232,3887,Avon Park,FL,1041 Us Highway 27 N,Unique store number,0,1
302767,2554,Avondale,AZ,13055 W Rancho Santa Fe Blvd,Unique store number,0,1
680072,5359,Azle,TX,721 Boyd Rd,Unique store number,0,1
893648,2302,Barceloneta,PR,Carr. #2 Km. 56.6,Unique store number,0,1
303658,540,Morgan City,LA,973 Highway 90 E,Unique store number,0,1
670772,5239,BECHTELSVILLE,PA,567 Route 100 N,Unique store number,0,1
303331,1938,Chicago,IL,7050 S Cicero Ave,Unique store number,0,1
304885,1254,Waco,TX,1521 Interstate 35 N,Unique store number,0,1
1490966,4457,Bennettsville,SC,1250 Bennettsville Sq,Unique store number,0,1
2219683,3424,Birmingham,AL,2653 Valleydale Rd,Unique store number,0,1
864840,3485,Blairsville,GA,2257 Highway 515,Unique store number,0,1
513566,5356,Blairsville,PA,300 Resort Plaza Dr,Unique store number,0,1
451296,5076,Brewer,ME,24 Walton Dr,Unique store number,0,1
1448374,1188,Bridgeton,MO,11900 Saint Charles Rock Rd,Unique store number,0,1
684694,5384,Bridgeton,NJ,1130 Highway 77,Unique store number,0,1
305162,2089,Bristol,VA,13245 Lee Hwy,Unique store number,0,1
302977,2719,Bristol,CT,1400 Farmington Ave,Unique store number,0,1
304776,620,Bristol,TN,220 Century Blvd,Unique store number,0,1
304498,324,Bristow,OK,105 W Highway 16,Unique store number,0,1
304335,1993,Brockport,NY,6265 Brockport Spencerport Rd,Unique store number,0,1
303733,2904,Brockton,MA,700 Oak St,Unique store number,0,1
868659,4637,Broken Arrow,OK,3900 E Hillside Dr,Unique store number,0,1
303892,1864,Minneapolis,MN,8000 Lakeland Ave N,Unique store number,0,1
2151140,6394,Milwaukee,WI,6300 W Brown Deer Rd,Unique store number,0,1
764440,3407,Buckeye,AZ,1060 S Watson Rd,Unique store number,0,1
707508,3786,Buford,GA,3250 Sardis Church Rd,Unique store number,0,1
303828,1592,Bad Axe,MI,901 N Van Dyke Rd,Unique store number,0,1
2120194,4643,Baden,PA,1500 Economy Way,Unique store number,0,1
615607,5422,Bainbridge,GA,500 E Alice St,Unique store number,0,1
361846,3250,Aurora,OH,7235 Market Place Dr,Unique store number,0,1
303651,1102,Baker,LA,14507 Plank Rd,Unique store number,0,1
866917,1574,Bakersfield,CA,6225 Colony St,Unique store number,0,1
302812,1624,Bakersfield,CA,2601 Fashion Pl,Unique store number,0,1
302813,2557,Bakersfield,CA,8400 Rosedale Hwy,Unique store number,0,1
2278617,3138,Bakersfield,CA,5625 Calloway Dr,Unique store number,0,1
2434563,3139,Bakersfield,CA,1249 Allen Rd,Unique store number,0,1
2151097,3140,Bakersfield,CA,3111 N Chester Ave,Unique store number,0,1
2278611,3141,Bakersfield,CA,5037 E Brundage Ln,Unique store number,0,1
879978,5134,Bakersfield,CA,5075 Gosford Rd,Unique store number,0,1
304877,1118,Balch Springs,TX,12300 Lake June Rd,Unique store number,0,1
533866,3522,Baldwin Park,CA,3250 Big Dalton Ave,Unique store number,0,1
304878,1078,Ballinger,TX,2005 Hutchins Ave,Unique store number,0,1
473234,3481,Middle River,MD,112 Carroll Island Rd,Unique store number,0,1
861011,1856,Bangor,ME,900 Stillwater Ave,Unique store number,0,1
561043,5296,Barboursville,WV,25 Nichols Dr,Unique store number,0,1
303578,1189,Barbourville,KY,301 Parkway Plz,Unique store number,0,1
303579,729,BARDSTOWN,KY,3795 E John Rowan Blvd,Unique store number,0,1
304706,795,Barnwell,SC,11391 Dunbarton Blvd,Unique store number,0,1
302814,1879,Barstow,CA,301 Montara Rd,Unique store number,0,1
304496,41,Bartlesville,OK,4000 SE Green Country Rd,Unique store number,0,1
303009,580,Bartow,FL,1050 E Van Fleet Dr,Unique store number,0,1
304879,1042,Bastrop,TX,488 Highway 71 W,Unique store number,0,1
303652,98,Bastrop,LA,6091 Mer Rouge Rd,Unique store number,0,1
304333,2088,Batavia,NY,4133 Veterans Memorial Dr,Unique store number,0,1
670785,5352,Batavia,IL,801 N Randall Rd,Unique store number,0,1
760317,4420,Leesville,SC,115 E Church St,Unique store number,0,1
302688,119,Batesville,AR,3150 Harrison St,Unique store number,0,1
312428,1468,Batesville,MS,205 House Carlson Dr,Unique store number,0,1
303657,1206,Baton Rouge,LA,3132 College Dr,Unique store number,0,1
303655,1266,Baton Rouge,LA,2171 Oneal Ln,Unique store number,0,1
303656,2132,Baton Rouge,LA,10606 N Mall Dr,Unique store number,0,1
303653,3288,Baton Rouge,LA,10200 Sullivan Rd,Unique store number,0,1
773980,4659,Baton Rouge,LA,5255 Highland Rd,Unique store number,0,1
935430,4683,Baton Rouge,LA,10550 Burbank Dr,Unique store number,0,1
773982,5327,Baton Rouge,LA,9830 Old Hammond Hwy,Unique store number,0,1
513532,5328,Baton Rouge,LA,14241 COURSEY BLVD,Unique store number,0,1
2345901,7233,Baton Rouge,LA,11825 Hooper Rd,Unique store number,0,1
2311791,7262,Baton Rouge,LA,11550 Coursey Blvd,Unique store number,0,1
303654,839,Baton Rouge,LA,9350 Cortana Pl,Unique store number,0,1
476719,2080,Battle Creek,MI,6020 B Dr N,Unique store number,0,1
2120196,5929,Battle Ground,WA,1201 SW 13th Ave,Unique store number,0,1
615604,5392,Baxley,GA,980 W Parker St,Unique store number,0,1
303887,1654,Baxter,MN,7295 Glory Rd,Unique store number,0,1
304880,1405,BAY CITY,TX,4600 7th St,Unique store number,0,1
303830,1752,BAY CITY,MI,3921 Wilder Rd,Unique store number,0,1
302609,2739,Bay Minette,AL,701 Mcmeans Ave,Unique store number,0,1
506850,2501,Bayamon,,,Unmatched,,0
1101284,5867,Bayonne,NJ,500 Bayonne Crossing Way,Unique store number,0,1
897368,194,Baytown,TX,4900 Garth Rd,Unique store number,0,1
2151091,2439,Baytown,TX,8700 N Highway 146,Unique store number,0,1
845282,1451,Beardstown,IL,100 Lincoln Ave,Unique store number,0,1
304217,2784,Beatrice,NE,3620 N 6th St,Unique store number,0,1
304707,1383,Beaufort,SC,350 Robert Smalls Pkwy,Unique store number,0,1
2449626,7181,Beaufort,SC,265 Sea Island Pkwy,Unique store number,0,1
683229,5156,Beaumont,CA,1540 E 2nd St,Unique store number,0,1
304882,651,Beaumont,TX,4145 Dowlen Rd,Unique store number,0,1
305266,1012,Beaver Dam,WI,120 Frances Ln,Unique store number,0,1
303580,333,Beaver Dam,KY,1701 N Main St,Unique store number,0,1
2103648,3050,Beaverton,OR,9055 SW Murray Blvd,Unique store number,0,1
1406456,5993,Beaverton,OR,17275 NW Cornell Rd,Unique store number,0,1
305328,1351,Beckley,WV,1330 N Eisenhower Dr,Unique store number,0,1
303444,1026,Bedford,IN,3200 John Williams Blvd,Unique store number,0,1
304883,1178,Bedford,TX,4101 Hwy 121,Unique store number,0,1
305158,1399,Bedford,VA,1126 E Lynchburg Salem Tpke,Unique store number,0,1
616743,3392,Bedford,TX,2108 Bedford Rd,Unique store number,0,1
1947866,4168,Beebe,AR,2003 W Center St,Unique store number,0,1
832024,463,BEEVILLE,TX,502 E Fm 351,Unique store number,0,1
523923,1414,Belen,NM,1 I 25 Bypass,Unique store number,0,1
304599,2420,Belle Vernon,PA,100 Sara Way,Unique store number,0,1
304404,1264,Bellefontaine,OH,2281 Us Highway 68 S,Unique store number,0,1
897380,201,Belleville,IL,2608 Green Mount Commons Dr,Unique store number,0,1
304218,2847,Bellevue,NE,10504 S 15th St,Unique store number,0,1
1406465,3098,Bellevue,WA,15063 Main St,Unique store number,0,1
1824973,3154,Bellevue,NE,2109 Towne Centre Dr,Unique store number,0,1
303732,1918,BELLINGHAM,MA,250 Hartford Ave,Unique store number,0,1
305231,2450,BELLINGHAM,WA,4420 Meridian St,Unique store number,0,1
704472,5085,Belmont,NC,701 Hawley Ave,Unique store number,0,1
305267,2532,Beloit,WI,2785 Milwaukee Rd,Unique store number,0,1
304886,1232,Belton,TX,2604 N Main St,Unique store number,0,1
553972,3597,BELVIDERE,IL,2101 Gateway Center Dr,Unique store number,0,1
303888,3233,Bemidji,MN,2025 Paul Bunyan Dr NW,Unique store number,0,1
895734,4509,Fort Worth,TX,8840 Benbrook Blvd,Unique store number,0,1
304570,2075,Bend,OR,20120 Pinebrook Blvd,Unique store number,0,1
305225,2289,Bennington,VT,210 Northside Dr,Unique store number,0,1
2303790,5131,Feasterville Trevose,PA,3461 Horizon Blvd,Unique store number,0,1
745552,3807,Benson,AZ,201 S Prickly Pear Ave,Unique store number,0,1
303581,143,Benton,KY,310 W 5th St,Unique store number,0,1
303333,262,Benton,IL,919 Giacone Dr,Unique store number,0,1
302689,85,Benton,AR,17309 Interstate 30 S,Unique store number,0,1
303832,2062,BENTON HARBOR,MI,1400 Mall Dr,Unique store number,0,1
302690,100,Bentonville,AR,406 S Walton Blvd,Unique store number,0,1
2208404,2686,Bentonville,AR,1703 E Central Ave,Unique store number,0,1
305445,2741,Bentonville,AR,3510 SE 14th St,Unique store number,0,1
2311798,3164,Bentonville,AR,205 N Main St,Unique store number,0,1
2277582,4376,Bentonville,AR,1400 N Walton Blvd,Unique store number,0,1
2129445,4686,Bentonville,AR,906 SW Regional Airport Blvd,Unique store number,0,1
2151156,6953,Bentonville,AR,1800 E Centerton Blvd,Unique store number,0,1
303582,1190,Berea,KY,120 Jill Dr,Unique store number,0,1
1412772,1727,Berlin,WI,861 County Rd F,Unique store number,0,1
304287,1807,West Berlin,NJ,265 N Route 73,Unique store number,0,1
303772,2560,Berlin,MD,11416 Ocean Gtwy,Unique store number,0,1
305226,2682,Montpelier,VT,282 Berlin Mall Rd Ste 1,Unique store number,0,1
787637,3731,Bernalillo,NM,460 Highway 528,Unique store number,0,1
302691,76,Berryville,AR,1000 W Trimble Ave,Unique store number,0,1
302610,764,Bessemer,AL,750 Academy Dr,Unique store number,0,1
896847,834,Bethany,MO,810 S 37th St,Unique store number,0,1
554000,5381,Bethel Park,PA,5055 Library Rd,Unique store number,0,1
304600,3563,Bethlehem,PA,3926 Linden St,Unique store number,0,1
2108567,2153,Biddeford,ME,50 Boulder Way,Unique store number,0,1
303833,1719,Big Rapids,MI,21400 Perry Ave,Unique store number,0,1
304887,513,Big Spring,TX,201 W Marcy Dr,Unique store number,0,1
304101,1956,Billings,MT,2525 King Ave W,Unique store number,0,1
304102,2923,Billings,MT,1649 Main St,Unique store number,0,1
1403998,1088,Biloxi,MS,2681 C T Switzer Sr Dr,Unique store number,0,1
2360417,4586,Biloxi,MS,1820 Popps Ferry Rd Ste A,Unique store number,0,1
2219701,6849,Biloxi,MS,2050 Pass Rd,Unique store number,0,1
302601,1158,Birmingham,AL,2473 Hackworth Rd,Unique store number,0,1
302645,1711,Birmingham,AL,1600 Montclair Rd,Unique store number,0,1
302640,2111,Birmingham,AL,5335 Highway 280,Unique store number,0,1
302679,2713,Birmingham,AL,5919 Trussville Crossings Pkwy,Unique store number,0,1
764454,4504,Birmingham,AL,312 Palisades Blvd,Unique store number,0,1
466459,5100,Birmingham,AL,1916 Center Point Pkwy,Unique store number,0,1
302611,762,Birmingham,AL,9248 Parkway E,Unique store number,0,1
304118,2908,Biscoe,NC,201 Montgomery Xing,Unique store number,0,1
304209,1534,Bismarck,ND,2717 Rock Island Pl,Unique store number,0,1
684690,3648,Bismarck,ND,1400 Skyline Blvd,Unique store number,0,1
305269,1277,Black River Falls,WI,611 State Highway 54,Unique store number,0,1
303312,1905,Blackfoot,ID,565 Jensen Grove Dr,Unique store number,0,1
305160,2645,Blackstone,VA,1451 S Main St,Unique store number,0,1
304497,136,Blackwell,OK,1219 W Doolin Ave,Unique store number,0,1
303889,3498,Circle Pines,MN,4369 Ball Rd NE,Unique store number,0,1
1947882,5976,Minneapolis,MN,11505 Ulysses St NE,Unique store number,0,1
